,tweet,tweet-english,tweet-indo,label
1187,"Every time,every second,every minute,every day,  Hmm apa lagi... Even night too udh jadi kebiasaan laporan ttg lu... Ampe bertanya ke Dia ""Kapan yah bisaaa?seandainya aja bisa...kapan ngeh nya?""  Udh ah mau bobo Bye~ https://t.co/Hoj5sJ338X","Every time, every second, every minute, every day,  Hmm what else ... Even night too, it's a habit of reporting about you ... Ampe asked him ""When can you do it? If you could ... when was it?""  Udh ah want bobo bye ~ https://t.co/hoj5sj338x","Setiap kali, setiap detik, setiap menit, setiap hari,  Hmm apa lagi ... Bahkan malam juga udh jadi kebiasaan laporan ttg lu ... Ampe Bertanya Ke Dia ""Kapan yah bisaaa? Seandainya Aja Bisa ... Kapan Ngeh Nya?""  Udh ah mau bobo bye ~ https://t.co/hoj5sj338x",Negatif
1347,gimana ya rasanya jadi orang yang gak open minded? gabisa bayangin😣,How do you feel like being a person who is not open minded? I can't imagine,gimana ya rasanya jadi org Yang gak berpikiran terbuka? GABISA BAYANGIN😣,Negatif
4277,Support system ku ndi Ya Allah ? 👉👈🥺,My support system is OLAH? 👉👈🥺,Sistem Pendukung Ku ndi ya Allah? 👉👈🥺,Netral
258,"actually my happiness starts from simple things,,But somehow I feel tired sometimes,,It would be nice if now there was someone who sincerely took my hand to walk together towards a brighter future,,Because now I feel, I am in a dark state.😟 https://t.co/vZBpyP10Ev","Actually my happiness starts from simple things, but somehow I feel tired tired sometimes ,, it would be nice now there was someone who somely stores my hand to walk together up toothards a brighter future state.😟 https://t.co/vzbpyp10ev","Sebenarnya kebahagiaan saya dimulai dari hal -hal sederhana ,, tetapi entah bagaimana saya merasa lelah ,, akan menyenangkan jika sekarang ada seseorang yang dengan tulus mengambil tangan saya untuk berjalan bersama menuju masa depan yang lebih cerah, karena sekarang saya merasa, saya dalam gelap state.😟 https://t.co/vzbpyp10ev",Negatif
130,"🥰 self healing , Part 1 🥰 @ Benoa, Bali, Indonesia https://t.co/367wbMl6HB","🥰 Self Healing, Part 1 🥰 @ Benoa, Bali, Indonesia https://t.co/367wbml6hb","🥰 Penyembuhan Diri, Bagian 1 🥰 @ Benoa, Bali, Indonesia https://t.co/367wbml6hb",Positif
4738,"We didn't even realize we were making memories, we just knew we were having fun 😊 - Winnie the Pooh -  #latepost My son took picture with friends for his memorial book https://t.co/QxL56XTVm5","We did'T even realize we were making memories, we just know we were having fun 😊 - Winnie the Pooh -  #LATEPOST My Son Toot Picture with Friends for His Memorial Book https://t.co/qxl56xtvm5","Kami bahkan tidak menyadari bahwa kami membuat kenangan, kami hanya tahu kami bersenang -senang 😊 - Winnie si beruang -  #postingan telat Anak saya berfoto dengan teman -teman untuk buku peringatannya https://t.co/qxl56xtvm5",Positif
2099,"Ingin ganti nomor ponsel Kamu pada aplikasi myIndiHome tapi bingung caranya? Tenang, nggak perlu khawatir, mimin spill langkah-langkahnya berikut ini ya. Jika Kamu terbantu dengan postingan ini, jangan lupa bagikan dan simpan ya!  #AktivitasTanpaBatas #InternetnyaIndonesia https://t.co/Ch9boFhu37","Want to change your mobile number in the MyindiHome application but confused how? Relax, no need to worry, Mimin Spill the following steps. If you are helped by this post, don't forget to share and save it!  #Tastanpabatasaktas #Internetnyindonesia https://t.co/ch9bofhu37","Ingin Ganti Nomor Ponsel Kamu Pada Aplikasi Myindihome Tapi Bingung CARANYA? Tenang, Nggak Perlu Khawatir, Mimin Spill Langkah-Langkahnya BerIKUT INI YA. Jika Kamu Terbantu Postingan Ini, Jangan Lupa Bagikan Dan Simpan Ya!  #Aktivitastanpabatas #Internetnyaindonesia https://t.co/ch9bofhu37",Netral
765,Butuh deep talk aja si sama diri sendiri biar ga overthinking mulu bawaanya.,"It takes a deep talk, so it's not overthinking.",BUTUH DEEP TALK AJA SI SAMA Diri Sendiri Biar Ga terlalu banyak berpikir Mulu Bawaananya.,Netral
380,"Alur cerita pria “Exposure, dari berdebat sampai senyum” self healing 🧠#cutebodyguard @ Simfoni Coffee Taste and Place https://t.co/vtYspKN5gg","The storyline of the man ""exposure, from debating to smile"" self healing 🧠#cutebodyguard @ simfoni coffee taste and place https://t.co/vtyspkn5gg","Alur Cerita Pria “Eksposur, Dari Berdebat Sampai Senyum” Penyembuhan Mandiri 🧠#cutebodyguard @ simfoni rasanya kopi dan tempat https://t.co/vtyspkn5gg",Positif
2188,"It’a thursday, the closer it is to weekend the  more anxiety level is heightened up. Weird.","It's Thursday, the closer is to weekend the more anxiety level is heightened up. Weird.","Kamis, semakin dekat ke akhir pekan, semakin banyak tingkat kecemasan meningkat. Aneh.",Negatif
1354,"Gitasav bukan ahli agama, opini dia ya perspektif dia. Kalo org mengartikan opini dia ga tepat ya gpp asal ga perlu menjelekkan (even dg dalih agama). Ini soal resiko jadi influencer aja sih, harus siap banyak yg pro maupun kontra. Dia keren berani speak up soal banyak hal ✌","Gitasav is not a religious expert, his opinion is his perspective. If someone interprets the opinion he is not right, GPP as long as you don't need to vilify (even with religious excuses). This is a matter of risk of becoming an influencer anyway, must be prepared many pros and cons. He is cool to speak up about many things ✌","Gitasv Bukan Ahli Agama, Opini Dia Ya Perspektif Dia. Kalo org Mengartikan Opini Dia Ga Tepat Ya Gpp Asal Ga Perlu Menjelekkan (bahkan Dg Dalih Agama). Ini Soal Resiko Jadi Influencer Aja Sih, Harus Siap Banyak Yg Pro Maupun Kontra. Dia Keren Berani Bicaralah Soal Banyak Hal ✌",Positif
1357,Gk buat my 2021 recap cos kasian bgt bestie kalau diliat liat,"Not to make my 2021 recap cos, so much bestie if you look at it",GK Buat My 2021 Recap cos Kasian Bgt bestie Kalau DiLiat liat,Negatif
2561,kepo to the max https://t.co/im17YmL5WA,kepo to the max https://t.co/im17yml5wa,Kepo ke max https://t.co/im17yml5wa,Netral
459,"aquarius 2021self love, self care, self worth( lebih kepada sisi healing dan mencintai diri sendiri )","Aquarius 2021 Self Love, Self Care, Self Worth (More to the Healing side and love yourself)","Aquarius 2021 sendiri cinta, perawatan diri, harga diri (lebih kepada sisi penyembuhan dan mertintai diri sendiri)",Positif
1086,Emang diam dan purapura gatau paling ampuh biar gak bikin overthinking sendiri:(((((((,It is still silent and Purapura can't be the most effective so as not to make your own overthinking: (((((((((((((((((((((((((((((((((((((of ((((((((((,Emang Diam Dan Purapura Gatau Paling Ampuh Biar Gak Bikin Overfinking Sendiri: ((((((((((,Negatif
4958,Yah ke spill deh hahaha,Yeah to spill hahaha,Yah ke spill deh hahaha,Negatif
1477,"Happy birthday my first love, Kim Taehyung!🎉 Thank you for bringing so much happiness every single day and for releasing such comforting and healing music that i’ll cherish forever. You're the perfect scenery, i love you endlessly💜#HappyBirthdayTaehyung https://t.co/fo0BE40ohL","Happy Birthday My First Love, Kim Taehyung! 🎉 Thank you for Bringing so much Happiness every single day and for relaying such comforting and healing music that I'm cherish forever. You're the perfect scenery, I love you endlessly💜#happybirthdaytaehyung https://t.co/fo0be40ohl","Selamat ulang tahun cinta pertamaku, kim taehyung! 🎉 Terima kasih telah membawa begitu banyak kebahagiaan setiap hari dan untuk melepaskan musik yang menghibur dan menyembuhkan yang akan saya hargai selamanya. Anda adalah pemandangan yang sempurna, saya mencintaimu tanpa henti💜#happybirthdaytaehyung https://t.co/fo0be40ohl",Positif
1109,Enjoying this loneliness while it last. Every second of it. Gonna miss being here,Enjoy this Loneliness While It Last. Every second of it. Gonna miss being here,Menikmati kesepian ini selagi terakhir. Setiap detiknya. Akan rindu berada di sini,Positif
4652,Udah paling bener staycation meskipun masih di jantung kota hujan https://t.co/fyTfWmi6gf,Already the most true staycation even though it is still in the heart of the rainy city https://t.co/fytfwmi6gf,Udah Paling Bener Staycation Meskipun Masih Di Jantung Kota Hujan Https://t.co/Fytfwmi6gf,Positif
3637,"Poop pagi pagi sambil denger lagu nirvana - something in the way, jol tiba tiba overthinking mikirin hidup 🗿","Poop morning morning while hearing the song Nirvana - something in the way, jol suddenly overthinking thinking about life 🗿","Poop Pagi Pagi SAMBIL DENGER LAGU NIRVANA - SESUATU DI JALAN, JOL TIBA TIBA OVERHINKING MIKIRIN HIDUP 🗿",Negatif
3264,nobody : literally nobody : me : i love it when women....,Nobody: Literally Nobody: me: i love it when women ....,tak seorangpun : secara harfiah tidak ada orang: Saya: Saya menyukainya saat wanita ....,Netral
991,Different place Different attitude I can't tell which is you asking or you were accusing me Damn Hoe many kinds of behaviour and a little bit tired also to understand it,Different Place Different Attitude I Can't Tell Which Is You Asking Or You Were Accusing Me Damn Hoe many kinds of behavior and a little bit tired Also to understand it,Tempat yang berbeda Sikap yang berbeda Saya tidak tahu mana yang Anda tanyakan atau Anda menuduh saya Berengsek Cangkul banyak jenis perilaku dan sedikit lelah juga untuk memahaminya,Negatif
3349,Online bukan berarti lagi chatan sama yang lain ya bestie. Bisa jadi hp nya onn orang nya ilang ditelan bumi.,"Online does not mean any more chatan with the others, Bestie. It could be that his cellphone is on the earth.",Online Bukan Berarti Lagi Chatan Sama Yang Lain Ya Bestie. BISA JADI HP NYA ONN ORANG NYA ILANG DITELAN BUMI.,Negatif
3115,My bestie😚 https://t.co/pJt7oKSmwu,My Bestie😚 https://t.co/pjt7oksmwu,Bestie😚 https://t.co/pjt7oksmwu,Positif
531,Bantu rt pinned dong bestie,Help RT Pinned Dong Bestie,Bantu rt menyematkan dong bestie,Netral
1982,"I'll continue the shopping spree later, feel free to support my pinned tweet while i sleep, gn 😁","I'll continue the shopping spree later, feel free to support my pinned tweet while I sleep, gn 😁","Saya akan melanjutkan belanja nanti, jangan ragu untuk mendukung tweet saya yang disematkan saat saya tidur, gn 😁",Positif
1930,I need Support system 🥺,I Need Support System 🥺,Saya membutuhkan sistem dukungan 🥺,Negatif
4773,What goes around comes around 🧬 https://t.co/k9p08lJgpe,What Goes Around Comes Around 🧬 https://t.co/k9p08ljgpe,Apa yang terjadi sekitar 🧬 https://t.co/k9p08ljgpe,Netral
3447,Overthinking terooos,Terooos Overthinking,Terooos yang terlalu banyak berpikir,Negatif
2824,Malam malam badan capek otak malah semangat overthinking,Night at night tired of the brain instead of the spirit of overthinking,Malam Malam Badan Capek Otak Malah Semangat Overkrinking,Negatif
2427,"Kan bikin otak gue overthinking lagi, mana sih Andin denger lagi omongannya Rendy ama mas al Haduh alemonggg amsyonggg huru hara akan datang lagi Aladin kapan on the way????? #IkatanCintaEp183  #ikatancintarcti  #IkatanCinta","It makes my brain overthinking again, where the hell is Andin listen to his talk again Rendy and Mas Al Haduh alemonggg amsyonggg riot will come again Aladin when is on the way ????? #Association of CintaEp183 #ikatancintarcti #Ikatancinta","Kan bikin otak gue terlalu banyak berpikir lagi, mana sih andin dengi lagi omonganyaa rendy ama mas al Haduh Alemonggg Amsyonggg Huru Hara Akan Dodang Lagi Aladin Kapan dalam perjalanan ????? #IkatanCintaep183 #ikatancintarcti #Ikatancinta",Negatif
3341,Omg jam segini gak boleh penasaran dan kepo dengan ITO MIMA 😭😭 alamat gak bakal tidur liat tenis meja sampai ngelotok,Omg at this time can't be curious and kepo with ito mima 😭😭 the address will not sleep to see table tennis,OMG JAM SEGINI GAK BEHEH PENASARAN DAN KEPO DENGAN ITO MIMA 😭😭 Alamat Gak Bakal Tidur Liat Tenis Meja Sampai Ngelotok,Negatif
2708,"liat orang flexing tuh pada kenyataannya emang nyari penyakit dan bkin ga bersyukur, tapi disisi lain bkin mikir juga ""mereka bisa kok gw ga bisa""","Look at Flexing people in fact they are looking for disease and can't be grateful, but on the other hand it can also think ""they can really I can't""","Liat Orang Lentur Tuh Pada Kenyataanana Emang Nyari Penyakit Dan Bkin Ga Bersyukur, Tapi Disisi Lain Bkin Mikir RagA ""Mereka Bisa Kok Gw Ga Bisa""",Negatif
231,A photo bomb 📸💣 #sisters #photobomb #almira #babyyaya #staycation #staycationjakarta #itsfamilytime #lefamily #yearendholiday @ The Resident at Puri Casablanca https://t.co/daRO2ZfpQE,A photo bomb 📸💣 #sisters #photobomb #almira #babyyaya #staycation #staycationjakarta #itsfamilytime #lefamily #yearendholiday @ The Resident at Puri Casablanca https://t.co/daro2zfpqe,Bom foto 📸💣 #sisters #photobomb #almira #babyyaya #staycation #staycationjakarta #itsfamilytime #lefamily #yearendholiday @ penduduk di puri casablanca https://t.co/daro2zfpqe,Netral
3084,"Most of the time, we didn't even realize which one was pretending or real, and just didn't bother. All we cared for is to survive, no matter how. My self. Survive. Not you. Or anyone else.","Most of the time, we did't even realize which one was pretending or real, and just didn't better. ALL WE CARED FOR IS TO SURVIVE, NO MATTER HOW. My self. Survive. Not you. Or anyone else.","Sebagian besar waktu, kami bahkan tidak menyadari mana yang berpura -pura atau nyata, dan tidak repot -repot. Yang kami pedulikan hanyalah bertahan hidup, tidak peduli caranya. Saya sendiri. Bertahan hidup. Bukan kamu. Atau orang lain.",Positif
1120,even cnu mentioned chaeyeon on bipo's fanmeeting :) they adored their juniors so much,Even CNU mentioned Chaeyeon on Bipo's Fanmeeting :) They Adored Their Juniors So Much,Bahkan CNU menyebutkan chaeyeon tentang fanmeeting bipo :) mereka sangat mengagumi junior mereka,Positif
1976,"I wish, there still a little bit feeling left in my heart to keep you guys around. Or else, just show me who truly they are so i could leave them immediately.","I wish, there are still a little bit feeling left in my heart to keep you guys around. Or else, just show me who truly they are so i could leave them immediely.","Saya berharap, masih ada sedikit perasaan tersisa di hati saya untuk membuat kalian tetap ada. Atau, tunjukkan saja siapa mereka yang benar -benar bisa meninggalkan mereka segera.",Negatif
3500,Paling bener dah healing nya tidur bae https://t.co/wmWHN51QCJ,The most right healing sleeps Bae https://t.co/WMWHN51QCJ,Paling Bener Dah Healing Nya Tidur Bae https://t.co/wmwhn51qcj,Positif
4173,Staycation dadakan di sini. Berangkat jam setengah 11 malam. 🤣,Staycation impromptu here. Departing at half past 11 at night. 🤣,Staycation Dadakan Di Sini. BERANGKAT JAM SETENGAH 11 MALAM. 🤣,Netral
2564,Kepo.. https://t.co/xMvsEwXTsz,Kepo .. https://t.co/xmvsewxtsz,Kepo .. https://t.co/xmvsewxtsz,Netral
1473,"Hape baru setahun udah trouble aja, susah bgt di charge :( Jangan sampe ada masalah serius dong, speaker error aja belum diperbaiki masa nambah masalah lagi sih, aku lg banyak pengeluaran bestie 😢","A new cellphone for a year has just been troubled, it's hard to charge :( Don't have a serious problem, just haven't been fixed error speakers, I have added any more problems, I have a lot of bestie expenses 😢","Hape Baru Setahun Udah Trouble Aja, Susah Bgt Di Biaya :( Jangan Sampe Ada Masalah Serius Dong, Kesalahan Pembicara Aja Belum Diperbaiki Masa Nambah Masalah Lagi Sih, Aku Lg Banyak Pengeluaran Bestie 😢",Negatif
2357,"kadang kangen walaupun 24/7 , sering kepikiran buat kedepannya bakalan bisa barengan atau engga, bakalan bisa nyimpan satu hati dikedua belah pihak atau engga even though always annoying but i really miss all the time.","Sometimes miss even though 24/7, often thinking in the future it will be together or not, it will be able to save one heart on both parties or not even though always annoying but i really miss all the time.","KADANG KANGEN Walaupun 24/7, Sering Kepikiran Buat Kedepanya BAKALAN BARANGAN ATAU ENGGGA, BAKALAN BAKA NYIMIM SATU HATI Dikedua Belah Pihak Atau Engga meskipun selalu menjengkelkan tetapi saya benar -benar merindukan sepanjang waktu.",Negatif
3039,"mikha angelo - shot, too and more, middle ground, run, stay a while https://t.co/27GKxKtjcq","Mikha Angelo - Shot, too and more, middle ground, run, stay a while https://t.co/27gkxktjcq","Mikha Angelo - Tembakan juga dan lebih banyak lagi, jalan tengah, lari, tinggal sebentar https://t.co/27gkxktjcq",Netral
776,bwat yg masih kepo sama pompa tangan #armpump https://t.co/bgTdsclfDs,bwat who is still in the same as the hand pump #armpump https://t.co/bgtdsclfds,bwat yg masih kepo sama pompa tangga #armpump https://t.co/bgtdsclfds,Netral
952,Deeptalk bersama mas edo knalpot @edhoamplop19,Deeptalk with Mas Edo Knalpot @Edhoamplop19,Deeptalk Bersama Mas Edo Knalpot @Edhoamplop19,Netral
378,Almost one week disini. Jujurly aku gak jumpa jarom pentoool,Almost One Week here. Honestly I didn't see the jarom pentoool,Hampir satu minggu disini. Jujurly Aku Gak jompa Jarom Pentoool,Netral
1915,I literally don't like this kind of relationship. It's too boring.,I literally don't like this kind of relationship. It's too boring.,Saya benar -benar tidak suka hubungan semacam ini. Itu terlalu membosankan.,Negatif
1364,"Go never to return, to bring uncertain hope. Never get tossed around with uncertainty. Don't feel sorry, so just go away and never come back Do what you should! #sayonara 💛 https://t.co/46RB6MgbSr","Go Never to return, to Bring Uncertain Hope. Never Get Tossed Around With Uncertainty. Don't feel sorry, so just go away and never come back Do what you should! #sayonara 💛 https://t.co/46rb6mgbsr","Pergi tidak pernah kembali, untuk membawa harapan yang tidak pasti. Jangan pernah dilemparkan dengan ketidakpastian. Jangan merasa menyesal, jadi pergi saja dan jangan pernah kembali Lakukan apa yang seharusnya! #sayonara 💛 https://t.co/46rb6mgbsr",Positif
127,🤣 Santuy Banget Anjir cuman tutup kuping sambil bakar makanan. https://t.co/8pkLHkOl4v,🤣 Santuy really just closes his ears while burning food. https://t.co/8pklhkol4V,🤣 SANUY BANGET ANJIR COMAN TETUP KUPING SAMBIL BAKAR MAKANAN. https://t.co/8pklhkol4v,Netral
3545,Pengen ke kenkooo.. literally so much crying 😭😭😭,Want to go to kenkooo .. literally so much crying 😁 short,Pengen Ke Kenkooo .. secara harfiah sangat menangis 😭😭😭,Negatif
1378,Good evening to my lovely sweetie baby bestie https://t.co/nFwAhao8QJ,Good Evening to My Lovely Sweetie Baby Bestie https://t.co/nfwahao8qj,Selamat malam untuk sayang sayang sayang saya sahabat https://t.co/nfwahao8qj,Positif
3103,"Mungkin target gue banyak sekali yg belum terpenuhi maksimal d tahun ini, ada yg baru seperempat ada yg baru separuh, ada yg belum sama sekali. Tapi... Wait... Look around put... you’re lucky human 🥺 Sadargasih...","Maybe my target is a lot that has not been fulfilled at a maximum of this year, there are only a quarter there are only half, some have not at all. But... Wait ... Look around put ... you're lucky human 🥺 Sadargasih ...","Target Munckin Gue Banyak Sekali Yg Belum terpenuhi Maksimal d tahun ini, Ada yg baru seperempat Ada yg baru sparuh, Ada yg belum sama sekali. TAPI ... Tunggu... Lihat sekeliling put ... Anda beruntung manusia 🥺 Sadargasih ...",Positif
1194,"Experience has taught me to know, which one is brother, which one is the friend, which is the best friend, which one is good, and which one is only GOOD CHILDREN https://t.co/7ZfriAhMCB","Experience has taught me to know, which one is brother, which one is the friend, which is the best friend, which one is good, and which one is only good children https://t.co/7zfriahmcb","Pengalaman telah mengajari saya untuk mengetahui, yang mana adalah saudara, yang mana adalah teman, yang merupakan teman terbaik, yang mana yang baik, dan yang mana hanya anak -anak yang baik https://t.co/7zfriahmcb",Positif
1293,"Gak sukanya punya rambut pendek tuh, cepet bgt lepek😩 literally 4jam setelah keramas udah lepek🥲","I don't like to have short hair, it's so fast that literally 4 hours after shampooing is already limp🥲","Gak Sukanya punya rambut pendek tuh, cepet bgt lepek😩 secara harfiah 4Jam setelah keramas udah lepek🥲",Negatif
4035,"Situasi aman terkendali, lgsg to the point aja y. https://t.co/awtma1ckYg","The safe situation is under control, just lgsg to the point y. https://t.co/awtma1ckyg","Situasi Aman Terkendali, LGSG ke titik Aja y. https://t.co/awtma1ckyg",Netral
303,"aight, imma doin smth for a whileSee ya laterPlease come by to say hi for me/j#Spoonhttps://t.co/fDFO9e4G5G","aight, imma doin smth for a whilesee ya laterplease come by to say hi for me/j#spoonhttps: //t.co/fdfo9e4g5g","aight, imma doin smth untuk whilesee ya kemudian datang untuk menyapa saya/j#spoonhttps: //t.co/fdfo9e4g5g",Netral
1925,I love working out to push away that anxiety cloud in my day!,I love working out to push away that anxiety cloud in my day!,Saya suka berolahraga untuk menyingkirkan awan kecemasan itu di hari saya!,Positif
875,Crush replied your story: https://t.co/y6PEyz1Z5p,Crush replied your story: https://t.co/y6peyz1z5p,Crush Reply Your Story: https://t.co/y6peyz1z5p,Netral
4246,"Suka aja gt diskusi sama yg kritik salah satu gubernur perihal banjir, tp kbnykn lawan diskusi d ksh fakta malah ngeles, denial, dan gada kata yg bsa d ambil, kritik byk solusinya gada, tong kosong bgtu.. Miris bner ama mindset milenial peoples jaman now","Just like the same discussion about the criticism of one of the governors regarding the flood, but the opponent the discussion opponents in the facts instead talled, denial, and the word that can be taken, the criticism of the solution is the solution, the empty barrel .. Sad bner ama mindset millennial people now","Suka Aja Gt Diskusi Sama Yg Kritik Salah Satu Gubernur perihal Banjir, tp kbnykn lidan diskusi d ksh fakta malah ngeles, penolakan, dan gada kata yg bsa d ambil, kritik byk solusinya gada, tong tonging bgtu .. Miris bner ama mindset milenial peoples jaman sekarang",Negatif
4345,"Tell us about yourself  1. Ferdi 2. Kepo aja lau 3. A Thousand Miles  4. 38.128 Photos 5. WA, Twit, IG 6. G 7. Tanjung**** University 8. 🇮🇩 9. - 10. - 11. Utang-ers, Fakers 12. Twenty Twenty 13. Travel, Culinary, 14. 2 meter kurang 5 cm  Drop an emoji, I’ll send you the question.","Tell us about yourself  1. Ferdi 2. just kepo lau 3. A THOUSAND Miles 4. 38,128 Photos 5. WA, TWIT, IG 6. g 7. Tanjung **** University 8. 🇮🇩 9. - 10. - 11. Debt-ers, fakers 12. Twenty Twenty 13. Travel, Culinary, 14. 2 meters less 5 cm  Drop An Emoji, I'll Send You the Question.","Ceritakan tentang diri Anda  1. Ferdi 2. Kepo Aja Lau 3. Seribu mil 4. 38.128 Foto 5. Wa, twit, ig 6. g 7. Universitas Tanjung **** 8. 🇮🇩 9. - 10. - 11. Utang-ers, Fakers 12. Dua Puluh Dua Puluh 13. Perjalanan, kuliner, 14. 2 meter Kurang 5 cm  Jatuhkan emoji, saya akan mengirimkan pertanyaan kepada Anda.",Netral
3382,Otw healing🤭 https://t.co/0ruCeTL9qJ,Otw Healing🤭 https://t.co/0rucetl9qj,OTW Healing🤭 https://t.co/0rucetl9qj,Positif
1261,"Ga dianggap anak aja santuy masa ga dianggap pacar galau, lemah","Not considered a child, Santuy, the time is not considered a girlfriend to be upset, weak","Ga dianggap anak aja santuy masa ga dianggap pacar galau, lemah",Negatif
4840,When your bestie is your mom🤝,When your bestie is your mom🤝,Saat sahabatmu adalah ibumu🤝,Positif
3101,"Mungkin kek kaku bet paka acara tembak-tembakan. Tapi yang jelas, mau nembak mau kagak, harus ada kepastian. Jangan lupakan itu ya bestie 😌😌😌 https://t.co/v2Urq02scL","Maybe the stiffness of the firing event is a shooting event. But clearly, you want to shoot you, there must be certainty. Don't forget that, Bestie 😌😌😌 https://t.co/v2urq02SCl","Munckin Kek Kaku Bet Paka Acara Tembak-Tembakan. TAPI YANG JELAS, MAU NEMBAK MAU KAGAK, HARUS ADA KPASTIAN. Jangan Lupakan Itu ya bestie 😌😌😌 https://t.co/v2urq02scl",Netral
751,Bukan healing tapi jd pusing..☺️ https://t.co/PytviMLVyH,Not healing but so dizzy..☺️ https://t.co/pytvimlvyh,Bukan Healing Tapi Jd Pusing..☺️ https://t.co/pytvimlvyh,Negatif
4131,Spill kue lebaran kalian dong lur,"Spill of your Eid cake, please lur",Menumpahkan Kue lebaran kalian dong lur,Netral
717,Bocah iki narsis banget 😂 https://t.co/g0XLPQnTjj,Iki Narcissistic Boy 😂 https://t.co/g0xlpqntjj,Bocah iki narsis banget 😂 https://t.co/g0xlpqntjj,Netral
4489,"These are Superlative Secret Society DAO, the community take part on the voting on which direction the project wanna go, and repus is the upcoming DROP after SuperlativeSS... So we decide how we want Repus to be drop, how cool is that WAGMI 🚀 https://t.co/rwbZskvjUV","These are Superlative Secret Society Dao, The Community Take Part On The Voting On Which Direction The Project Wanna Go, And Repus Is The Upcoming Drop After Superlativess ... So We Decide How We Want Repus To Be Drop, How Cool Is That That Wagmi 🚀 https://t.co/rwbzskvjuv","Ini adalah SUPERLATIF Secret Society Dao, komunitas mengambil bagian dari pemungutan suara ke arah mana proyek ingin pergi, dan penolakan adalah penurunan yang akan datang setelah superlativess ... jadi kami memutuskan bagaimana kami ingin ditolak, betapa kerennya wagmi 🚀 https://t.co/RWBZSKVJUV",Netral
582,Begini nii yang jadi bikin tambah overthinking https://t.co/NSlzxdcfG5,This is the one who made it added overthinking https://t.co/nslzxdcfg5,Begini nii Yang Jadi Bikin Tambah Overfinking https://t.co/nslzxdcfg5,Negatif
1669,Healing terbaik adalah pulang kampung https://t.co/sbFskP4LOC,The best healing is home home https://t.co/sbfskp4loc,Penyembuhan Terbaik Adalah Pulu Kampung https://t.co/sbfskp4loc,Positif
519,bagus nya di spill aja png org kyni tu https://t.co/BStPlt9pJI,good on spill just png kyni https://t.co/bstplt9pji,Bagus Nya di Spill Aja Png Org Kyni Tu Https://t.co/BSTPLT9PJI,Negatif
4258,Sumpah baru tau .-. And they called it as ‘healing’???????? Orang gila https://t.co/Gxo245XbPT,I swear just know. And they call it as 'healing' ????????? Crazy person https://t.co/gxo245xbpt,SUMPAH BARU TAU .-. Dan mereka menyebutnya sebagai 'penyembuhan' ???????? Orang Gila https://t.co/gxo245xbpt,Negatif
5064,생일축하해 김태형🥳❄️  Long live and healthy always thank you so much for giving so much inspiration to ARMYs around the world. Enjoy the end of the year holidays #vbts  #kimtaehyungbirthday  #방탄소년단 https://t.co/nuHORODLSD,생일 축 하해 김태형 🥳❄️  Long Live and Healthy Always thank you so much for giving so much inspiration to Armys around the world. Enjoy the end of the year holidays #VBTS #kimtaehyungbirthday #방탄 소년단 https://t.co/nuhorodlsd,생일 축 하해 김태형 🥳❄️  Hidup panjang dan sehat selalu berterima kasih banyak karena telah memberikan begitu banyak inspirasi kepada tentara di seluruh dunia. Nikmati liburan akhir tahun #VBTS #Kimtaehyungbirthday #방탄 소년단 https://t.co/nuhorodlsd,Positif
1586,healing dikamar ceunah https://t.co/M74BIUKNNg,Healing in the Ceunah room https://t.co/m74biuknng,Penyembuhan Dikamar Ceunah https://t.co/m74biuknng,Positif
3932,SEMANGAT OVERTHINKING!! biar gak kaget kalo emang kenyataannya pahit,Overthinking spirit !! so it's not surprised if it's really bitter,Semangat terlalu banyak berpikir !! BIAR GAK KAGET KALO EMANG KENYATAANYA PAHIT,Negatif
3560,pengen tak spill dehh https://t.co/MLOakZXZZU,want to not spill https://t.co/mloakzzxzzu,Pengen Tak Spill Dehh https://t.co/mloakzxzzu,Netral
2215,"Jadi gini, gua lomba oil rig design terus kalah gitu sama tim kating, usut punya usut taunya tim kating kaya ngopy 70% detail2 design oil rig punya orang luar negeri gt yang ada di intenet literally copypaste karena didesign di aplikasi yang sama 🙂","So like this, the Oil Rig Design competition continues to lose like that with the Kating Team, Investigate a Co -Investigation Team Kating Rich Copy 70% Details2 Design Oil Rigs Have GT Overseas in Intenet Literally Copypaste because it is designed in the same application 🙂","Jadi Gini, Gua Lomba Desain Rig Minyak Terus Kalah Gitu Sama Tim Kating, Usut Panya Usut Taunya Tim Kating Kaya Ngopy 70% Detail2 Desain Rig Milik Punya Orang Luar Negeri Gt Yang Ada Di Intenet Copypaste Karena Didesign Di Alesign Di Alesign Di Alesign Di Alesign Di Alesign Di Alesign Di Alesign Di Alesign Di Alaigna di ALLIKASI DIA TOAT URAL COPYPASTE KARENA MIGNASI APLIKASI ALIKASI URALOLY secara harfi COPEPTASTE KARENA DIDERAIGN DIA APLIKASI APLIKASI",Negatif
183,2021 suruh nanggung beban emosional orang yang disuruh healing tapi gak mau?NO WAYYYYYYYYYYYYGood luck then! *dadah-dadah*,2021 told to bear the emotional burden of people who were told to healing but don't want to? No Wayyyyyyyyyyyygood Luck Then! *dadah-dada*,2021 Suruh Nanggung Beban Emosional Orang Yang Disuruh Penyembuhan Tapi Gak Mau? Tidak ada keberuntungan wayyyyyyyyyyygood! *Dadaah-Dadah*,Negatif
